Temperature (K), HCTotal (uJ/K), HCSample (µJ/K), Field (Oe)
29.748896,12306.013,12159.125,69999.805
29.751789,12982.682,12835.765,69999.805
29.754594,12210.868,12063.922,69999.805
29.757662,11368.517,11221.54,69999.805
29.760833,10941.545,10794.537,69999.805
29.764054,10492.577,10345.537,69999.805
29.767376,10104.134,9957.0611,69999.805
29.7708,10334.277,10187.17,69999.805
29.774461,9867.2633,9720.119,69999.805
29.778046,9444.6333,9297.4531,69999.805
29.781957,8755.019,8607.7997,69999.805
29.78611,8095.6532,7948.3923,69999.805
29.790832,7098.0021,6950.6939,69999.805
29.796229,6295.0546,6147.6923,69999.805
29.802471,5170.4924,5023.0677,69999.805
29.810323,4167.0967,4019.5932,69999.805
29.821209,2978.7871,2831.1746,69999.805
29.837647,1951.0188,1803.2415,69999.805
29.861274,1280.7556,1132.7412,69999.805
29.892785,915.66304,767.33225,69999.805
29.932105,715.71179,566.98572,69999.805
29.979369,605.47527,456.2734,69999.805
30.032378,550.15877,400.42242,69999.805
30.088661,520.69631,370.39149,69999.805
30.146288,500.54681,349.6589,69999.805
30.204274,487.13951,335.66381,69999.805
30.261972,478.89216,326.83054,69999.805
30.318609,469.61999,316.9822,69999.805
30.374447,462.70941,309.5026,69999.805
30.429371,456.6843,302.91682,69999.805
30.482854,451.87568,297.56134,69999.805
30.535224,446.19811,291.34742,69999.805
30.586276,442.23348,286.85912,69999.805
30.636177,437.11184,281.22485,69999.805
30.684939,431.34662,274.95793,69999.805
30.732253,425.95416,269.07799,69999.805
30.778514,421.99129,264.6378,69999.805
30.823415,417.48591,259.66853,69999.805
30.867249,414.21556,255.9447,69999.805
30.909766,410.15923,251.44796,69999.805
30.951125,403.76527,244.62506,69999.805
30.991489,398.15532,238.59598,69999.805
28.247753,676.88305,544.6483,69999.805
28.267265,685.96363,553.54289,69999.805
28.286856,687.29703,554.68942,69999.805
28.306975,684.16867,551.36903,69999.805
28.327333,688.73067,555.73662,69999.805
28.348134,690.53968,557.34684,69999.805
28.369204,697.8851,564.49077,69999.805
28.390425,708.41122,574.81382,69999.805
28.412163,713.53115,579.7256,69999.805
28.433804,719.84649,585.83357,69999.805
28.456179,720.97826,586.75078,69999.805
28.478602,723.02363,588.58097,69999.805
28.501455,726.25607,591.59396,69999.805
28.524713,735.29248,600.40686,69999.805
28.548029,739.81547,604.70562,69999.805
28.571926,750.87806,615.53821,69999.805
28.595822,753.09635,617.52636,69999.805
28.620075,761.27508,625.47131,69999.805
28.644602,766.59671,630.55633,69999.805
28.669339,774.63361,638.35442,69999.805
28.694492,780.97815,644.45594,69999.805
28.719765,788.19083,651.42424,69999.805
28.745199,797.1654,660.15269,69999.805
28.770965,806.2628,669.00053,69999.805
28.796834,815.57113,678.0581,69999.805
28.823019,825.72348,687.95642,69999.805
28.84932,830.78066,692.75823,69999.805
28.875748,841.1437,702.86445,69999.805
28.902366,854.6644,716.12626,69999.805
28.929044,866.80058,728.00275,69999.805
28.955925,879.76165,740.70193,69999.805
28.982841,891.43304,752.11085,69999.805
29.009778,900.80684,761.22176,69999.805
29.03672,917.86846,778.0202,69999.805
29.063819,932.12884,792.01565,69999.805
29.090939,947.50868,807.13012,69999.805
29.11806,960.46037,819.8162,69999.805
29.144999,978.94104,838.03281,69999.805
29.171776,999.48203,858.3111,69999.805
29.198712,1021.6635,880.22808,69999.805
29.225348,1043.2672,901.57005,69999.805
29.251866,1063.0293,921.07129,69999.805
29.278026,1084.0063,941.79077,69999.805
29.304143,1108.7401,966.26718,69999.805
29.330214,1134.2152,991.4852,69999.805
29.355662,1165.885,1022.9039,69999.805
29.380933,1197.6636,1054.4329,69999.805
29.405568,1238.3315,1094.8573,69999.805
29.429834,1287.4732,1143.7588,69999.805
29.453751,1326.9194,1182.9683,69999.805
29.47695,1362.9343,1218.7533,69999.805
29.499401,1433.3567,1288.9531,69999.805
29.521239,1488.0514,1343.4311,69999.805
29.541722,1615.0294,1470.2056,69999.805
29.560345,1834.2598,1689.251,69999.805
29.575965,2234.3539,2089.1899,69999.805
29.588976,2886.9472,2741.6537,69999.805
29.599543,4070.9786,3925.58,69999.805
29.607441,5361.8294,5216.3522,69999.805
29.613499,6774.0262,6628.4887,69999.805
29.618433,7199.4983,7053.9117,69999.805
29.623154,7567.0738,7421.4401,69999.805
29.627478,7810.2125,7664.5357,69999.805
29.631765,8110.7205,7965.0011,69999.805
29.635695,8434.393,8288.6344,69999.805
29.639914,8643.7362,8497.9356,69999.805
29.643623,9220.1476,9074.31,69999.805
29.647246,9448.8942,9303.0206,69999.805
29.650823,9831.932,9686.0226,69999.805
29.654345,9827.5265,9681.5821,69999.805
29.657918,10183.577,10037.597,69999.805
29.661177,9772.7235,9626.7109,69999.805
29.664996,9276.9513,9130.9006,69999.805
29.668483,9483.2839,9337.1985,69999.805
29.67196,9887.2485,9741.1284,69999.805
29.675429,10018.742,9872.587,69999.805
29.679026,9959.4696,9813.279,69999.805
29.682656,10173.313,10027.086,69999.805
29.686116,9173.4204,9027.159,69999.805
29.69003,8677.0197,8530.7193,69999.805
29.694035,8532.2409,8385.9005,69999.805
29.698071,8521.6578,8375.2771,69999.805
29.702054,8550.9647,8404.5442,69999.805
29.705932,9199.9787,9053.5195,69999.805
29.709594,10039.27,9892.7742,69999.805
29.713276,9978.4249,9831.8924,69999.805
29.716914,9911.5684,9764.9996,69999.805
29.720284,10215.197,10068.594,69999.805
29.723923,9473.8733,9327.2344,69999.805
29.727653,9312.6355,9165.9594,69999.805
29.731342,9855.1602,9708.4472,69999.805
29.735163,9194.8748,9048.1236,69999.805
29.739065,8682.0266,8535.2364,69999.805
29.743402,8559.0912,8412.2577,69999.805
29.747898,7540.4493,7393.5708,69999.805
29.753,6582.3483,6435.4188,69999.805
29.759335,5606.2945,5459.3016,69999.805
29.767275,4255.6309,4108.5585,69999.805
29.778533,3009.3686,2862.1835,69999.805
29.794688,2067.898,1920.5512,69999.805
29.817304,1448.2285,1300.6551,69999.805
29.847751,1078.6923,930.81364,69999.805
29.886171,868.87144,720.60708,69999.805
29.932867,746.12113,597.38739,69999.805
29.986826,676.5561,527.2791,69999.805
30.046718,638.7729,488.89181,69999.805
30.111119,618.36622,467.83429,69999.805
30.179352,603.4536,452.23066,69999.805
30.250889,596.06387,444.11487,69999.805
30.325156,589.57415,436.8697,69999.805
30.401971,585.07834,431.59067,69999.805
30.4816,581.11695,426.81544,69999.805
30.564024,579.049,423.90299,69999.805
30.648926,575.87994,419.86184,69999.805
30.73648,574.35458,417.43482,69999.805
30.826575,573.44261,415.59256,69999.805
30.919452,573.79773,414.98606,69999.805
