Temperature (K), HCTotal (uJ/K), HCSample (µJ/K), Field (Oe)
29.803546,10138.706,9991.694,80000.125
29.807129,10024.201,9877.1532,80000.125
29.810716,9464.1893,9317.1054,80000.125
29.814648,8909.2821,8762.1587,80000.125
29.819024,8070.7124,7923.5452,80000.125
29.823798,7290.784,7143.5688,80000.125
29.82914,6181.9828,6034.7141,80000.125
29.835766,5067.9254,4920.5902,80000.125
29.844125,3986.4016,3838.9824,80000.125
29.856495,2707.0558,2559.5125,80000.125
29.87479,1741.456,1593.7289,80000.125
29.900876,1167.2961,1019.3069,80000.125
29.935125,852.16774,703.83407,80000.125
29.977688,675.28757,526.52537,80000.125
30.027863,584.11726,434.84928,80000.125
30.083087,535.95038,386.12493,80000.125
30.14151,508.05115,357.63504,80000.125
30.200783,491.10925,340.09295,80000.125
30.260217,479.57683,327.95778,80000.125
30.318751,470.37981,318.16621,80000.125
30.376523,461.87524,309.07395,80000.125
30.433213,456.83234,303.45349,80000.125
30.488451,450.7243,296.78186,80000.125
30.542487,446.00511,291.51058,80000.125
30.595333,438.93572,283.90053,80000.125
30.646714,435.13743,279.57584,80000.125
30.696702,429.40554,273.33117,80000.125
30.745403,425.22335,268.64879,80000.125
30.792937,419.86384,262.80045,80000.125
30.839036,416.46221,258.92421,80000.125
30.88374,409.74708,251.7483,80000.125
30.927425,404.99169,246.54214,80000.125
30.969776,399.804,240.91698,80000.125
31.01091,396.05875,236.74638,80000.125
28.159263,656.05399,525.16621,80000.125
28.177869,656.82472,525.75843,80000.125
28.197008,662.02856,530.77855,80000.125
28.21635,666.40029,534.96451,80000.125
28.23614,667.21299,535.58705,80000.125
28.25646,669.53433,537.71303,80000.125
28.276854,673.1375,541.12002,80000.125
28.297739,678.06247,545.84398,80000.125
28.318831,685.61135,553.18974,80000.125
28.340341,694.64865,562.01979,80000.125
28.362194,697.33471,564.49516,80000.125
28.384315,696.26603,563.21309,80000.125
28.406966,699.11867,565.84709,80000.125
28.429784,704.25365,570.7617,80000.125
28.453274,707.27716,573.55819,80000.125
28.476929,716.93152,582.98381,80000.125
28.500761,725.68568,591.50737,80000.125
28.525129,727.84173,593.42748,80000.125
28.549612,734.47063,599.81916,80000.125
28.57468,741.33244,606.43794,80000.125
28.599838,742.44074,607.30216,80000.125
28.625408,750.80222,615.4154,80000.125
28.651323,762.7077,627.06912,80000.125
28.677347,767.25264,631.36106,80000.125
28.703905,775.58209,639.43215,80000.125
28.730479,783.66107,647.25241,80000.125
28.757468,787.76667,651.09508,80000.125
28.784772,795.02682,658.08903,80000.125
28.812317,804.97692,667.77038,80000.125
28.83998,817.15302,679.67638,80000.125
28.867756,827.75749,690.00945,80000.125
28.895923,840.24158,702.21811,80000.125
28.924063,850.57996,712.28112,80000.125
28.952258,863.1219,724.54693,80000.125
28.980803,869.96106,731.10632,80000.125
29.009416,883.45603,744.32065,80000.125
29.03817,897.4945,758.07687,80000.125
29.066896,909.89433,770.19451,80000.125
29.095637,926.82802,786.84564,80000.125
29.12448,948.06837,807.80222,80000.125
29.153071,963.61509,823.06741,80000.125
29.181704,983.33204,842.50221,80000.125
29.210193,1002.246,861.13522,80000.125
29.238577,1020.6977,879.30681,80000.125
29.266837,1043.4175,901.74742,80000.125
29.294847,1068.3248,926.37793,80000.125
29.322571,1097.1745,954.95334,80000.125
29.350131,1123.0333,980.53937,80000.125
29.377313,1153.5478,1010.7845,80000.125
29.403967,1189.7263,1046.6988,80000.125
29.430329,1223.3583,1080.0692,80000.125
29.456365,1256.839,1113.2915,80000.125
29.481819,1304.2074,1160.407,80000.125
29.506557,1350.4298,1206.3834,80000.125
29.530659,1406.3533,1262.0672,80000.125
29.553803,1498.1581,1353.6415,80000.125
29.575424,1627.8279,1483.096,80000.125
29.594224,1889.1217,1744.2024,80000.125
29.610358,2355.3394,2210.2592,80000.125
29.623675,3114.7898,2969.5767,80000.125
29.634005,4308.7648,4163.4487,80000.125
29.64189,5835.4828,5690.088,80000.125
29.647917,6597.4401,6451.9852,80000.125
29.653099,7459.5374,7314.0307,80000.125
29.657913,7828.693,7683.1382,80000.125
29.662351,7954.1766,7808.5775,80000.125
29.666751,8294.3166,8148.6736,80000.125
29.670966,8865.0827,8719.3975,80000.125
29.675051,8710.333,8564.607,80000.125
29.679129,9171.039,9025.2723,80000.125
29.682693,9968.0426,9822.2403,80000.125
29.686493,9920.2673,9774.427,80000.125
29.690201,9921.4708,9775.5934,80000.125
29.69383,10337.483,10191.569,80000.125
29.697274,10081.676,9935.7284,80000.125
29.700675,10127.969,9981.9874,80000.125
29.704485,10596.024,10450.004,80000.125
29.70798,10288.244,10142.189,80000.125
29.711559,9871.2809,9725.19,80000.125
29.715365,9493.8405,9347.7115,80000.125
29.719128,9338.9487,9192.7821,80000.125
29.723172,9256.1622,9109.9551,80000.125
29.727248,8825.9591,8679.7113,80000.125
29.731387,8745.1365,8598.8472,80000.125
29.73551,8848.8474,8702.5169,80000.125
29.739339,9332.6616,9186.2927,80000.125
29.743231,10104.751,9958.3436,80000.125
29.747056,10382.936,10236.49,80000.125
29.750689,10348.725,10202.242,80000.125
29.754354,10037.596,9891.0768,80000.125
29.757908,9844.858,9698.3033,80000.125
29.761835,9678.5053,9531.9112,80000.125
29.765774,9598.8957,9452.2621,80000.125
29.769614,9469.5732,9322.9012,80000.125
29.773953,8691.182,8544.4665,80000.125
29.778459,7968.0468,7821.2862,80000.125
29.783765,7048.4889,6901.6751,80000.125
29.789818,5853.461,5706.5866,80000.125
29.797681,4530.6646,4383.7113,80000.125
29.809156,3191.7587,3044.6904,80000.125
29.825398,2145.6999,1998.4687,80000.125
29.84885,1480.873,1333.4064,80000.125
29.880522,1084.8024,937.01778,80000.125
29.921247,861.91795,713.72389,80000.125
29.970741,739.84586,591.15363,80000.125
30.027888,671.32269,522.05445,80000.125
30.091824,634.38756,484.47383,80000.125
30.160734,613.25704,462.64638,80000.125
30.233478,600.84991,449.50216,80000.125
30.30946,592.86858,440.74941,80000.125
30.388714,587.32926,434.40383,80000.125
30.470972,583.99325,430.22924,80000.125
30.556021,580.1938,425.56088,80000.125
30.643854,577.0948,421.56253,80000.125
30.734621,575.20407,418.74029,80000.125
30.828584,573.40201,415.97167,80000.125
30.925096,573.4143,414.9888,80000.125
